TV_product_grouped;TV_technology;TV_hbonordic;CZ_group5_name;CZ_employment;CZ_car;CZ_children;CZ_civilstate;CZ_home;CZ_owner;CZ_wealth;CZ_household_income;CZ_age;CZ_education;Failures;Failures_SLA_insufficient;TV_flow_consump;TV_flow_consump_cat_children;TV_flow_consump_cat_documentary;TV_flow_consump_cat_movies;TV_flow_consump_cat_leisure;TV_flow_consump_cat_art;TV_flow_consump_cat_music;TV_flow_consump_cat_news;TV_flow_consump_cat_politics;TV_flow_consump_cat_series;TV_flow_consump_cat_show;TV_flow_consump_cat_sports;TV_flow_consump_cat_other;OTT_SVOD_consump;OTT_TVOD_consump;Household_municipality
Viasat Mellem grundpakke;DSL;0;Velfunderede husejere;5;9;3;8;9;9;8;7;9;6;0;0;118;0;5;2;12;22;4;29;5;3;23;11;0;NULL;NULL;Vesthimmerlands
Grundpakke;DSL;0;Livet på landet;4;7;7;6;6;10;8;6;5;4;0;0;118;0;12;2;15;18;0;22;16;12;12;5;2;NULL;NULL;Mariagerfjord
Viasat Stor grundpakke;DSL;0;Velfunderede husejere;9;8;10;10;10;10;8;10;8;10;0;0;117;0;19;31;2;1;0;7;7;9;8;30;0;NULL;NULL;Dragør
Viasat Mellem grundpakke;DSL;0;Velfunderede husejere;10;8;10;8;7;10;10;10;6;9;0;0;117;1;9;19;4;36;0;10;2;9;1;14;8;NULL;NULL;Helsingør
Grundpakke;DSL;0;Komfort og hygge;3;6;1;6;10;10;5;4;9;5;0;0;117;0;15;23;11;1;0;1;16;18;26;3;0;0;1;Bornholm
Viasat Mellem grundpakke;DSL;0;Komfort og hygge;3;7;4;5;7;2;4;4;10;4;0;0;117;0;0;10;3;1;0;12;7;61;3;18;0;NULL;NULL;Assens
Grundpakke;DSL;0;Komfort og hygge;1;5;4;7;6;7;5;5;8;3;0;0;117;1;22;8;9;5;1;16;16;8;19;8;0;1;0;Assens
Viasat Stor grundpakke;DSL;0;Seniorer;4;10;7;10;8;7;5;6;9;6;0;0;117;0;9;9;9;4;0;13;5;42;5;19;0;NULL;NULL;Sønderborg
Grundpakke;DSL;0;Velfunderede husejere;1;6;9;8;8;7;5;5;3;4;0;0;117;32;0;8;0;3;1;7;3;37;3;20;0;1;0;Tønder
Grundpakke;DSL;0;Komfort og hygge;9;7;10;10;10;9;1;8;5;8;0;0;117;9;1;31;4;12;7;4;8;17;19;1;0;2;1;Vejen
Grundpakke;DSL;0;Velfunderede husejere;3;7;8;7;6;5;3;5;6;3;1;0;117;5;14;8;22;1;0;6;14;32;8;2;0;NULL;NULL;Aabenraa
Grundpakke;DSL;0;Livet på landet;7;7;7;7;10;10;8;7;7;5;0;0;117;4;17;9;12;11;0;10;10;18;15;0;8;NULL;NULL;Struer
Viasat Mellem grundpakke;DSL;0;Livet på landet;1;8;5;7;8;7;1;8;2;7;0;0;117;0;11;2;11;5;0;22;9;9;14;28;0;NULL;NULL;Ringkøbing-Skjern
Grundpakke;DSL;0;Velfunderede husejere;10;7;8;8;7;8;10;10;7;10;0;0;116;0;13;13;2;7;0;22;12;11;7;25;0;3;0;København
Grundpakke;DSL;0;Velhavere;10;9;10;9;7;10;10;10;9;10;0;0;116;22;4;13;4;8;1;14;9;9;5;16;7;NULL;NULL;Hørsholm
Grundpakke;DSL;0;Velfunderede husejere;5;5;5;4;10;10;8;5;8;4;0;0;116;0;42;10;11;3;0;4;3;12;13;15;0;NULL;NULL;Gribskov
Viasat Mellem grundpakke;DSL;0;Velfunderede husejere;7;8;9;9;8;8;6;8;6;7;0;0;116;0;6;4;7;14;0;16;6;1;4;52;5;NULL;NULL;Slagelse
Viasat Stor grundpakke;DSL;0;Livet på landet;6;10;8;10;6;10;7;8;3;4;1;0;116;7;9;19;5;2;9;38;6;12;1;4;0;NULL;NULL;Sønderborg
Grundpakke;DSL;0;Komfort og hygge;4;6;8;8;8;8;7;8;9;3;0;0;116;5;6;10;10;3;0;12;5;41;12;3;5;NULL;NULL;Aabenraa
Grundpakke;DSL;0;Livet på landet;2;7;6;7;8;7;7;4;5;2;0;0;116;17;21;22;6;5;0;6;10;11;7;7;1;NULL;NULL;Thisted
Grundpakke;DSL;0;Livet på landet;1;5;6;5;10;9;6;4;8;4;0;0;116;0;9;16;1;5;0;17;3;14;6;41;0;NULL;NULL;Brønderslev
Grundpakke;DSL;0;Livet på landet;6;9;10;10;8;1;5;6;5;6;0;0;116;16;6;8;4;14;0;5;9;14;11;26;0;3;3;Mariagerfjord
Grundpakke;DSL;0;Urban mangfoldighed;6;2;4;2;2;1;1;4;3;6;0;0;115;0;11;4;16;17;0;6;6;35;17;0;1;NULL;NULL;Frederiksberg
Grundpakke;DSL;0;Velfunderede husejere;10;8;10;10;6;7;10;10;6;10;0;0;115;0;16;8;6;11;0;28;7;18;14;0;1;NULL;NULL;Gentofte
Grundpakke;DSL;0;Velfunderede husejere;6;4;4;5;7;6;6;8;10;6;0;0;115;92;3;7;0;1;0;0;0;0;1;7;0;0;2;Gribskov
Grundpakke;DSL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;115;0;7;0;4;10;0;42;5;0;2;40;1;NULL;NULL;Kalundborg
Grundpakke;DSL;0;Provinsliv;2;2;2;1;2;3;2;1;3;3;0;0;115;35;34;7;6;7;3;6;13;0;1;0;0;35;2;Næstved
Grundpakke;DSL;0;Seniorer;2;9;4;8;7;3;7;6;10;2;0;0;115;1;5;8;8;33;0;11;6;17;3;18;0;2;0;Bornholm
Grundpakke;DSL;0;Velfunderede husejere;9;6;6;7;8;6;9;7;9;8;0;0;115;37;41;1;11;0;0;1;6;5;7;1;0;NULL;NULL;Aarhus
Grundpakke;DSL;0;Komfort og hygge;5;7;8;6;7;6;5;6;3;4;0;0;115;0;10;8;8;19;0;10;5;30;13;10;0;NULL;NULL;Vesthimmerlands
Viasat Mellem grundpakke;DSL;0;Livet på landet;5;6;9;9;7;10;1;5;3;9;0;0;115;35;7;19;1;0;0;8;10;19;9;4;0;0;2;Mariagerfjord
Grundpakke;DSL;0;Livet på landet;1;7;8;7;10;10;1;7;7;3;0;0;115;9;15;4;8;10;0;5;4;17;8;11;21;NULL;NULL;Hjørring
Grundpakke;DSL;0;Urban mangfoldighed;4;2;6;4;1;4;3;3;4;3;0;0;114;15;22;20;1;4;0;2;14;5;7;0;20;NULL;NULL;København
Grundpakke;DSL;0;Velhavere;10;9;8;10;7;7;10;10;8;10;0;0;114;6;9;20;4;23;0;13;9;10;9;7;0;0;3;Ballerup
Grundpakke;DSL;0;Velhavere;10;8;10;9;7;3;10;10;8;10;0;0;114;23;21;36;4;2;0;3;4;8;7;1;0;0;1;Gentofte
Grundpakke;DSL;0;Vid og velstand;10;6;10;9;7;6;9;10;7;9;0;0;114;21;6;31;1;5;0;12;3;11;3;15;2;NULL;NULL;Gladsaxe
Viasat Mellem grundpakke;DSL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;114;0;0;1;0;2;0;39;1;0;1;68;0;NULL;NULL;Glostrup
Grundpakke;DSL;0;Provinsliv;4;5;4;3;4;5;6;4;6;5;0;0;114;0;15;12;9;2;0;23;2;21;2;23;1;1;0;Helsingør
Grundpakke;DSL;0;Velfunderede husejere;8;7;6;9;7;5;7;8;5;6;0;0;114;15;13;27;5;7;0;5;11;5;11;12;0;7;3;Egedal
Grundpakke;DSL;0;Velfunderede husejere;10;8;6;8;7;10;1;7;9;8;0;0;114;0;8;16;3;28;0;18;10;3;8;17;0;NULL;NULL;Halsnæs
Grundpakke;DSL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;114;0;4;11;5;3;0;9;0;9;7;63;0;NULL;NULL;Gribskov
Grundpakke;DSL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;114;0;15;7;3;3;2;15;7;20;6;29;1;5;0;Odsherred
Viasat Stor grundpakke;DSL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;114;0;1;17;4;16;0;13;1;9;6;44;0;NULL;NULL;Odsherred
Viasat Mellem grundpakke;DSL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;114;44;9;8;8;0;0;0;2;9;2;17;9;8;9;Næstved
Grundpakke;DSL;0;Komfort og hygge;1;4;3;2;6;4;3;1;9;1;0;0;114;0;21;13;2;3;0;10;5;35;9;15;0;NULL;NULL;Middelfart
Grundpakke;DSL;0;Provinsliv;1;4;1;2;1;2;4;1;8;1;0;0;114;0;5;47;3;5;0;19;4;14;13;0;0;1;0;Haderslev
Grundpakke;DSL;0;Provinsliv;1;3;1;3;2;3;5;1;10;2;0;0;114;0;3;2;2;11;0;70;4;8;3;4;1;NULL;NULL;Fredericia
Grundpakke;DSL;0;Velhavere;10;8;5;8;9;8;10;10;10;9;0;0;114;0;14;5;20;6;3;4;8;16;23;5;7;NULL;NULL;Horsens
Viasat Stor grundpakke;DSL;0;Velfunderede husejere;10;10;10;9;9;6;9;10;8;9;0;0;114;0;12;27;6;10;0;20;4;9;13;8;0;1;0;Ringkøbing-Skjern
Viasat Stor grundpakke;DSL;1;Velfunderede husejere;6;8;6;9;9;9;9;7;8;4;0;0;114;0;7;18;7;14;1;23;15;3;13;9;0;15;2;Viborg
Grundpakke;DSL;0;Komfort og hygge;4;6;2;5;10;1;8;3;9;2;0;0;114;9;7;8;5;14;1;15;9;33;5;4;0;1;0;Rebild
Viasat Mellem grundpakke;DSL;0;Komfort og hygge;9;3;9;6;9;8;2;6;4;9;0;0;113;7;5;20;6;11;0;29;5;12;9;6;0;9;0;København
Viasat Stor grundpakke;DSL;1;Urban mangfoldighed;8;2;3;3;2;5;7;5;3;7;0;0;113;0;0;6;1;43;0;6;0;4;2;47;0;NULL;NULL;Frederiksberg
Grundpakke;DSL;0;Seniorer;9;10;6;9;8;6;10;9;10;10;0;0;113;0;12;7;40;7;0;28;4;5;5;1;1;NULL;NULL;Allerød
Grundpakke;DSL;0;Seniorer;9;9;1;7;10;9;10;7;10;9;0;0;113;4;3;4;1;1;2;10;4;48;10;18;3;NULL;NULL;Rudersdal
Viasat Mellem grundpakke;DSL;0;Komfort og hygge;6;8;3;6;5;9;9;6;10;6;0;0;113;0;13;18;8;4;0;16;17;4;18;11;0;NULL;NULL;Gribskov
Grundpakke;DSL;0;Livet på landet;4;5;8;6;10;10;8;5;4;3;0;0;113;0;8;6;11;9;4;40;5;13;5;6;2;NULL;NULL;Odsherred
Grundpakke;DSL;0;Livet på landet;6;7;4;8;9;5;8;7;8;5;0;0;113;0;12;5;12;34;1;17;7;13;3;5;0;NULL;NULL;Guldborgsund
Grundpakke;DSL;0;Seniorer;2;5;6;7;8;7;5;4;10;4;0;0;113;0;7;11;12;11;6;15;5;41;3;0;0;NULL;NULL;Ærø
Viasat Stor grundpakke;DSL;0;Komfort og hygge;3;4;7;5;7;6;7;4;5;2;0;0;113;0;15;2;9;0;0;4;4;2;8;66;0;NULL;NULL;Esbjerg
Grundpakke;DSL;0;Velfunderede husejere;8;10;9;10;10;10;9;8;7;6;0;0;113;0;0;16;5;34;3;16;3;2;3;27;0;NULL;NULL;Herning
Grundpakke;DSL;0;Urban mangfoldighed;6;4;2;3;3;2;6;3;5;6;0;0;113;0;14;5;11;2;0;21;7;36;9;5;0;NULL;NULL;Aarhus
Grundpakke;DSL;0;Velfunderede husejere;5;9;4;6;6;6;8;4;10;4;0;0;113;2;15;7;5;34;0;21;4;7;3;9;1;0;1;Ringkøbing-Skjern
Viasat Stor grundpakke;DSL;0;Provinsliv;5;3;1;4;4;4;4;1;7;1;0;0;113;5;23;34;8;1;0;0;14;7;15;3;0;NULL;NULL;Thisted
Viasat Mellem grundpakke;DSL;0;Komfort og hygge;6;6;3;5;6;8;6;5;5;4;0;0;113;18;19;8;1;1;0;0;6;25;13;4;16;1;0;Brønderslev
Viasat Stor grundpakke;DSL;0;Komfort og hygge;5;5;8;6;7;9;6;5;7;4;0;0;113;0;12;7;6;1;0;21;6;51;4;2;0;NULL;NULL;Aalborg
Grundpakke;DSL;0;Urban mangfoldighed;8;3;7;6;1;6;8;8;5;9;1;0;112;0;11;8;6;10;0;18;10;28;14;3;0;NULL;NULL;København
Viasat Stor grundpakke;DSL;0;Komfort og hygge;5;7;9;7;10;10;5;9;5;6;0;0;112;0;14;20;10;2;1;2;8;1;15;36;0;NULL;NULL;Glostrup
Grundpakke;DSL;0;Velfunderede husejere;7;9;5;8;10;10;9;9;7;7;0;0;112;51;13;12;1;8;0;4;3;1;1;10;3;0;5;Helsingør
Viasat Mellem grundpakke;DSL;0;Velfunderede husejere;6;4;5;4;4;2;5;6;4;6;0;0;112;0;6;2;1;4;0;41;12;5;12;25;0;1;0;Roskilde
Grundpakke;DSL;0;Livet på landet;1;7;1;6;8;7;8;3;10;4;0;0;112;0;11;14;5;6;0;12;11;27;12;7;2;NULL;NULL;Lolland
Grundpakke;DSL;0;Livet på landet;2;5;6;5;7;6;1;5;7;2;0;0;112;14;7;2;15;2;0;17;9;6;32;4;0;1;0;Næstved
Viasat Stor grundpakke;DSL;0;Komfort og hygge;2;2;7;10;9;9;9;4;7;4;0;0;112;1;10;4;9;15;0;14;19;4;18;15;0;0;2;Svendborg
Viasat Mellem grundpakke;DSL;0;Livet på landet;9;10;10;10;6;10;1;9;4;9;0;0;112;49;10;16;4;5;0;0;4;9;5;7;0;NULL;NULL;Esbjerg
Grundpakke;DSL;0;Livet på landet;7;10;10;10;7;7;6;9;3;9;0;0;112;0;5;24;9;0;0;17;2;22;10;17;2;NULL;NULL;Horsens
Grundpakke;DSL;0;Velfunderede husejere;7;10;10;10;10;10;6;8;7;8;0;0;112;2;12;11;4;3;0;12;8;13;3;41;1;NULL;NULL;Lemvig
Grundpakke;DSL;0;Velfunderede husejere;6;7;9;8;8;6;8;8;4;4;0;0;112;0;7;0;16;6;2;4;2;51;13;7;0;NULL;NULL;Randers
Viasat Mellem grundpakke;DSL;0;Velfunderede husejere;3;4;5;3;5;5;4;3;9;2;0;0;112;2;5;7;4;3;0;14;7;6;13;47;0;0;1;Silkeborg
Viasat Mellem grundpakke;DSL;0;Livet på landet;9;8;10;10;9;9;5;10;5;9;0;0;112;14;15;27;2;3;2;10;9;18;3;6;0;NULL;NULL;Skanderborg
Viasat Mellem grundpakke;DSL;0;Komfort og hygge;1;6;6;4;6;2;4;3;9;2;0;0;112;11;11;13;9;8;0;20;8;9;6;13;1;NULL;NULL;Brønderslev
Viasat Mellem grundpakke;DSL;0;Velfunderede husejere;6;9;9;8;10;10;9;9;6;9;1;0;111;0;1;4;2;1;0;17;4;66;6;7;1;NULL;NULL;Ballerup
Viasat Mellem grundpakke;DSL;0;Velfunderede husejere;8;9;8;7;10;6;7;8;6;6;0;0;111;0;10;8;12;3;0;5;2;9;9;48;2;NULL;NULL;Faxe
Viasat Stor grundpakke;DSL;0;Velhavere;9;6;10;7;8;7;10;9;7;7;0;0;111;0;9;8;11;4;0;20;2;35;2;16;0;NULL;NULL;Slagelse
Grundpakke;DSL;0;Velfunderede husejere;2;10;9;10;8;8;1;7;6;4;0;0;111;26;2;9;4;4;0;21;4;14;11;4;8;NULL;NULL;Aabenraa
Grundpakke;DSL;0;Velfunderede husejere;7;8;9;9;8;8;4;9;4;8;0;0;111;0;7;9;2;1;1;4;1;73;7;3;1;NULL;NULL;Fredericia
Viasat Mellem grundpakke;DSL;0;Komfort og hygge;7;7;8;7;7;6;6;7;6;7;0;0;111;2;30;1;23;3;0;2;4;13;13;16;1;1;0;Syddjurs
Grundpakke;DSL;0;Seniorer;7;8;5;6;5;4;5;8;4;2;0;0;111;0;13;0;4;6;1;34;3;14;1;32;0;2;0;Ringkøbing-Skjern
Grundpakke;DSL;0;Livet på landet;10;10;10;10;10;10;10;8;7;8;0;0;111;29;18;25;11;2;0;4;2;7;8;1;0;11;2;Rebild
Grundpakke;DSL;0;Velfunderede husejere;7;6;7;10;8;7;10;9;8;8;0;0;110;0;22;4;11;7;0;20;3;26;7;6;2;NULL;NULL;Gladsaxe
Viasat Stor grundpakke;DSL;0;Velhavere;9;6;5;7;10;9;10;10;8;10;0;0;110;0;5;6;1;9;0;51;7;13;0;14;0;1;0;Furesø
Viasat Mellem grundpakke;DSL;1;Velhavere;10;8;9;9;9;9;9;10;8;10;0;0;110;50;3;18;3;1;0;4;0;9;2;11;4;1;6;Allerød
Grundpakke;DSL;0;Velfunderede husejere;8;5;4;5;5;3;7;10;8;8;0;0;110;0;20;15;3;7;4;5;7;13;1;29;1;NULL;NULL;Fredensborg
Grundpakke;DSL;0;Velfunderede husejere;6;4;5;4;4;2;5;6;4;6;0;0;110;1;5;12;3;10;0;8;7;58;1;2;0;NULL;NULL;Roskilde
Viasat Mellem grundpakke;DSL;0;Komfort og hygge;2;7;1;3;6;2;5;2;10;3;0;0;110;12;1;12;4;4;0;21;6;1;6;38;2;15;1;Odsherred
Viasat Stor grundpakke;DSL;0;Livet på landet;9;6;2;2;5;1;9;6;10;6;1;0;110;0;11;1;15;26;0;25;11;8;8;2;0;5;0;Faxe
Grundpakke;DSL;0;Seniorer;9;9;9;9;7;9;5;9;6;9;0;0;110;1;6;19;2;9;0;9;3;14;7;36;0;NULL;NULL;Stevns
Grundpakke;DSL;0;Livet på landet;6;8;6;6;10;10;7;9;5;4;0;0;110;0;17;8;5;4;3;15;10;4;7;33;0;NULL;NULL;Nordfyns
Grundpakke;DSL;0;Komfort og hygge;3;5;4;7;7;10;8;4;8;5;0;0;110;0;4;4;1;52;0;26;1;9;4;7;0;NULL;NULL;Randers
Grundpakke;DSL;0;Vid og velstand;10;7;7;6;5;8;10;10;3;10;0;0;110;0;11;36;5;5;8;3;3;15;12;10;0;12;0;Aarhus
Viasat Mellem grundpakke;DSL;0;Seniorer;4;4;6;4;5;4;3;3;7;3;0;0;110;27;12;5;7;7;0;10;9;7;4;17;3;0;1;Ringkøbing-Skjern
Grundpakke;DSL;0;Livet på landet;4;7;1;6;10;9;1;3;10;4;0;0;110;0;18;6;6;14;0;23;11;19;5;5;0;NULL;NULL;Thisted
Viasat Mellem grundpakke;DSL;0;Komfort og hygge;3;5;6;4;5;4;2;3;4;3;0;0;110;0;7;19;5;7;0;11;3;4;2;47;1;2;0;Vesthimmerlands
Viasat Mellem grundpakke;DSL;0;Livet på landet;3;8;3;5;7;6;3;4;3;4;0;0;110;0;9;5;16;1;19;10;7;20;13;4;3;0;6;Mariagerfjord
Grundpakke;DSL;0;Livet på landet;10;10;10;10;8;7;8;9;3;8;0;0;110;0;20;35;2;5;7;15;10;4;4;2;3;3;0;Aalborg
Grundpakke;DSL;0;Urban mangfoldighed;6;3;3;2;1;1;1;4;2;6;0;0;109;0;46;0;7;15;0;16;11;5;6;0;0;NULL;NULL;København
Grundpakke;DSL;0;Velhavere;10;6;10;8;6;10;10;10;8;10;0;0;109;28;11;22;4;0;1;3;8;6;4;8;9;0;1;Gentofte
Viasat Stor grundpakke;DSL;0;Velfunderede husejere;5;7;9;9;6;9;9;8;8;9;0;0;109;4;10;12;10;2;1;17;7;8;8;26;0;NULL;NULL;Hvidovre
Viasat Stor grundpakke;DSL;0;Velhavere;10;8;6;9;10;10;10;10;9;10;0;0;109;0;15;24;3;4;0;13;5;21;10;11;0;NULL;NULL;Furesø
Viasat Mellem grundpakke;DSL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2;0;109;0;13;10;7;13;2;4;4;35;9;7;0;NULL;NULL;Køge
Grundpakke;DSL;0;Provinsliv;8;6;7;8;7;7;6;8;6;9;0;0;109;1;6;18;2;13;0;14;3;26;15;6;0;2;0;Roskilde
Grundpakke;DSL;0;Velfunderede husejere;9;7;9;9;8;7;7;9;6;7;0;0;109;1;6;24;2;3;0;37;9;12;5;5;0;1;0;Roskilde
Grundpakke;DSL;0;Velfunderede husejere;9;9;5;10;10;10;10;10;9;9;0;0;109;0;7;0;4;37;0;40;7;3;3;5;0;NULL;NULL;Roskilde
Grundpakke;DSL;0;Livet på landet;1;6;5;10;7;8;5;9;8;10;0;0;109;0;6;24;1;4;0;19;5;31;2;3;8;NULL;NULL;Holbæk
Grundpakke;DSL;0;Provinsliv;4;3;2;2;4;2;4;4;5;6;0;0;109;7;10;4;12;9;0;14;21;1;17;8;3;1;0;Sorø
Grundpakke;DSL;0;Velhavere;10;10;10;10;10;10;10;10;9;10;0;0;108;49;10;10;3;1;9;3;5;1;1;9;4;9;0;Allerød
Grundpakke;DSL;0;Komfort og hygge;7;7;7;9;10;10;9;5;9;5;0;0;108;0;12;22;1;5;3;8;4;45;3;2;0;NULL;NULL;Gribskov
Grundpakke;DSL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;108;0;4;2;5;35;0;13;3;36;5;2;0;NULL;NULL;Odsherred
Grundpakke;DSL;0;Livet på landet;1;5;10;3;7;7;8;5;5;4;0;0;108;1;9;7;11;1;0;46;14;10;4;3;1;NULL;NULL;Holbæk
Grundpakke;DSL;0;Livet på landet;1;6;8;8;4;7;3;5;5;3;0;0;108;17;8;9;4;9;0;27;8;6;4;10;2;NULL;NULL;Bornholm
Grundpakke;DSL;0;Livet på landet;7;9;8;8;7;7;8;8;4;3;0;0;108;0;8;15;2;2;0;12;2;38;4;22;0;NULL;NULL;Odense
Grundpakke;DSL;0;Komfort og hygge;4;9;8;7;9;9;1;8;4;7;0;0;108;44;6;5;5;0;0;9;3;7;5;22;0;NULL;NULL;Vejle
Viasat Mellem grundpakke;DSL;0;Velfunderede husejere;1;9;7;8;9;9;1;6;6;2;0;0;108;1;3;36;5;6;0;5;7;11;8;23;0;8;1;Herning
Viasat Mellem grundpakke;DSL;1;Livet på landet;7;8;7;8;6;8;8;8;6;6;0;0;108;0;12;6;6;2;7;51;5;5;6;2;1;NULL;NULL;Randers
Grundpakke;DSL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;108;1;8;6;2;9;1;28;12;13;19;6;0;1;0;Ringkøbing-Skjern
Viasat Mellem grundpakke;DSL;0;Seniorer;8;6;7;10;7;7;10;9;8;8;0;0;107;0;8;13;8;3;0;30;10;12;0;23;0;3;0;København
Viasat Mellem grundpakke;DSL;0;Vid og velstand;10;6;7;5;4;1;6;8;3;10;0;0;107;0;9;4;0;1;0;20;1;20;2;48;0;NULL;NULL;Gentofte
Grundpakke;DSL;0;Livet på landet;8;10;9;10;9;8;5;9;7;8;0;0;107;14;6;21;1;3;0;1;5;5;8;39;0;NULL;NULL;Gribskov
Grundpakke;DSL;0;Livet på landet;9;8;9;9;9;8;1;8;4;9;0;0;107;13;2;20;3;3;0;6;0;41;6;10;0;NULL;NULL;Faxe
Grundpakke;DSL;0;Seniorer;3;6;2;5;6;1;8;3;10;3;0;0;107;0;9;31;8;18;1;11;5;5;10;6;0;1;0;Kerteminde
Viasat Mellem grundpakke;DSL;0;Komfort og hygge;3;8;9;7;6;3;2;6;5;7;0;0;107;1;23;24;9;2;0;1;6;24;6;5;3;1;0;Fredericia
Viasat Mellem grundpakke;DSL;0;Livet på landet;9;7;8;5;7;9;10;10;5;9;0;0;107;2;3;18;9;0;29;2;6;1;9;24;0;NULL;NULL;Favrskov
Viasat Mellem grundpakke;DSL;0;Urban mangfoldighed;8;6;7;6;6;4;9;7;2;7;0;0;107;0;5;5;3;2;0;51;3;2;0;34;0;1;0;Aarhus
Viasat Mellem grundpakke;DSL;0;Seniorer;8;10;7;8;7;10;6;9;8;9;0;0;106;0;16;24;1;4;0;12;4;28;3;9;1;23;3;Gribskov
Viasat Stor grundpakke;DSL;0;Komfort og hygge;5;5;7;6;6;5;1;5;5;4;0;0;106;11;5;14;2;22;0;25;8;4;3;9;0;NULL;NULL;Svendborg
Viasat Mellem grundpakke;DSL;0;Velfunderede husejere;10;8;9;10;9;9;1;10;6;10;0;0;106;0;2;10;1;0;0;2;2;8;4;75;0;7;3;Kolding
Grundpakke;DSL;1;Komfort og hygge;3;6;9;6;4;4;2;4;2;5;1;0;106;0;20;11;11;21;0;9;6;17;7;0;0;8;3;Aarhus
Grundpakke;DSL;0;Velfunderede husejere;6;7;7;6;6;1;2;6;3;7;0;0;106;0;3;29;4;2;1;19;14;13;15;2;1;NULL;NULL;Aarhus
Grundpakke;DSL;0;Provinsliv;8;3;3;5;1;6;5;6;5;5;0;0;105;0;16;4;3;8;0;39;14;9;7;0;0;NULL;NULL;Hillerød
Grundpakke;DSL;0;Velfunderede husejere;9;5;7;7;7;6;10;9;10;10;0;0;105;0;9;19;4;3;0;15;4;35;7;4;1;NULL;NULL;Rudersdal
Viasat Mellem grundpakke;DSL;0;Velfunderede husejere;5;9;8;9;9;9;8;9;8;6;0;0;105;3;2;5;5;4;8;19;2;36;6;12;0;3;0;Frederikssund
Viasat Mellem grundpakke;DSL;0;Velfunderede husejere;6;7;6;4;5;1;3;4;7;7;0;0;105;0;4;39;4;0;0;1;6;8;5;35;0;1;1;Slagelse
Viasat Stor grundpakke;DSL;0;Komfort og hygge;1;4;1;6;7;8;5;4;8;2;0;0;105;0;9;28;7;10;0;12;5;9;11;9;0;NULL;NULL;Bornholm
Viasat Mellem grundpakke;DSL;0;Livet på landet;7;7;9;8;9;9;8;6;5;5;0;0;105;11;6;12;4;4;0;7;6;12;6;32;1;2;3;Assens
Viasat Mellem grundpakke;DSL;0;Komfort og hygge;7;8;8;6;6;8;7;6;4;6;1;0;105;42;5;9;4;3;0;6;2;3;3;24;1;1;0;Horsens
Grundpakke;DSL;0;Seniorer;5;10;3;8;8;7;9;5;10;6;0;0;105;0;12;13;11;6;5;15;12;14;7;7;0;NULL;NULL;Herning
Viasat Mellem grundpakke;DSL;0;Velfunderede husejere;9;10;10;10;8;8;8;9;7;7;0;0;105;0;15;3;8;0;39;15;7;4;4;6;0;8;7;Syddjurs
Viasat Stor grundpakke;DSL;0;Velfunderede husejere;10;8;8;7;8;6;8;10;8;8;0;0;105;0;8;6;8;19;1;9;1;17;10;24;0;6;1;Vesthimmerlands
Grundpakke;DSL;0;Livet på landet;2;10;10;10;8;7;4;7;2;5;0;0;105;0;7;4;5;34;0;11;9;21;2;8;0;NULL;NULL;Rebild
Grundpakke;DSL;0;Velfunderede husejere;10;6;7;9;5;7;10;9;7;10;0;0;104;0;5;12;2;5;0;13;7;50;0;8;0;2;0;København
Viasat Mellem grundpakke;DSL;0;Vid og velstand;7;3;5;4;4;6;5;6;4;7;0;0;104;0;12;3;3;24;0;23;3;2;13;19;0;1;0;Helsingør
Grundpakke;DSL;0;Velhavere;10;9;8;9;8;7;10;10;8;10;0;0;104;15;11;7;4;2;0;8;2;25;6;15;4;5;0;Rudersdal
Viasat Mellem grundpakke;DSL;0;Velfunderede husejere;4;7;2;5;6;9;9;6;10;5;0;0;104;0;8;4;6;2;3;24;6;14;13;20;0;NULL;NULL;Frederikssund
Grundpakke;DSL;0;Livet på landet;6;8;1;6;8;7;8;7;4;6;0;0;104;0;14;37;3;9;0;3;10;12;2;11;0;1;0;Odsherred
Viasat Mellem grundpakke;DSL;0;Velhavere;9;5;9;9;6;2;8;9;7;7;0;0;104;12;7;0;19;24;2;9;5;12;6;6;0;NULL;NULL;Holbæk
Grundpakke;DSL;0;Komfort og hygge;5;8;5;7;8;6;5;6;6;5;0;0;104;0;7;2;6;6;2;46;8;1;7;12;4;NULL;NULL;Ringsted
Grundpakke;DSL;0;Livet på landet;5;6;8;6;9;9;1;5;1;8;0;0;104;0;13;29;20;4;0;13;6;12;4;1;0;2;0;Bornholm
